排名,痛点词,热度,关联视频数,互动量,曝光量,关联销量
1738,嘴掉皮,0.03,1,196,2.3w+,84
1739,定不牢,0.03,1,33,1.3w+,84
1740,小干纹,0.03,1,129,1.1w+,84
1741,唇纹较深,0.03,1,152,1.6w+,84
1742,嘴唇色深,0.03,1,152,1.6w+,84
1743,护肤白费,0.03,1,58,900+,84
1744,换季粗糙,0.03,1,96,2.4w+,84
1745,瑕疵毛孔,0.03,1,68,2500+,84
1746,画脸暗沉,0.03,1,28,-,84
1747,痘痘反复,0.03,1,160,13w+,84
1748,皱纹松弛,0.03,1,168,1.9w+,84
1749,支撑度不足,0.03,1,50,-,84
1750,易晕熊猫眼,0.03,1,37,-,84
1751,暗沉难吸收,0.03,1,168,1.9w+,84
1752,脸暗沉松垮,0.03,1,96,2.4w+,84
1753,刮得硬,0.03,1,85,-,83
1754,卡皮儿,0.03,1,218,2.0w+,83
1755,卡粉儿,0.03,1,218,2.0w+,83
1756,小碎皮,0.03,1,38,3.1w+,83
1757,抗时光,0.03,1,43,8800+,83
1758,下颌线垮,0.03,1,115,6.8w+,83
1759,假形暗垮,0.03,1,115,6.8w+,83
1760,刮有痛感,0.03,1,85,-,83
1761,刮长得快,0.03,1,85,-,83
1762,变白太快,0.03,1,170,6200+,83
1763,早起脸垮,0.03,1,115,6.8w+,83
1764,红敏干痒,0.03,1,38,3.1w+,83
1765,化妆不自然,0.03,1,185,1.1w+,83
1766,没时间化妆,0.03,1,2614,7.0w+,83
1767,皮肤没光泽,0.03,1,185,1.1w+,83
1768,脸上有纹纹,0.03,1,185,1.1w+,83
1769,干燥起皮卡粉,0.03,1,165,10w+,83
1770,没气质,0.03,1,17,-,82
1771,痘痘印,0.03,1,39,-,82
1772,肤感差,0.03,1,39,-,82
1773,刷酸烂脸,0.03,1,19,-,82
1774,无氛围感,0.03,1,90,4.5w+,82
1775,有脏东西,0.03,1,230,1.3w+,82
1776,起皮刺痛,0.03,1,19,-,82
1777,闲置旧高光,0.03,1,9,-,82
1778,妆容平平无奇,0.03,1,34,1.3w+,82
1779,脸红反复敏感,0.03,1,19,-,82
1780,难刷,0.03,1,255,-,81
1781,干燥痒,0.03,1,199,2.3w+,81
1782,小脸油暗,0.03,1,50,760+,81
1783,紧绷干燥,0.03,1,199,2.3w+,81
1784,一瓶擦脸贵,0.03,1,199,2.3w+,81
1785,打不出底妆,0.03,1,35,1.0w+,81
1786,出小颗粒,0.03,1,406,8200+,80
1787,剩油难喷,0.03,1,95,3.2w+,80
1788,画眼妆难,0.03,1,45,1.9w+,80
1789,痘痘没了,0.03,1,219,-,80
1790,底妆融合差,0.03,1,5,7200+,80
1791,眼线画不好,0.03,1,2,440+,80
1792,睫毛不上镜,0.03,1,224,1.5w+,80
1793,睫毛不显眼,0.03,1,224,1.5w+,80
1794,补水锁水差,0.03,1,178,2.7w+,80
1795,遮瑕效果差,0.03,1,510,2.1w+,80
1796,面膜没效果,0.03,1,178,2.7w+,80
1797,黑眼圈显老,0.03,1,510,2.1w+,80
1798,瑕疵卡粉脱妆,0.03,1,87,2.0w+,80
1799,贴睫毛没感觉,0.03,1,224,1.5w+,80
1800,手疼,0.03,1,219,-,79
1801,红红,0.03,1,38,1100+,79
1802,手干裂,0.03,1,219,-,79
1803,油暗糙,0.03,1,478,-,79
1804,脸刺痛,0.03,1,16,1.0w+,79
1805,买刷踩雷,0.03,1,455,3.5w+,79
1806,口红拔干,0.03,1,27,-,79
1807,唇部死皮,0.03,1,27,-,79
1808,斑点不少,0.03,1,50,1.0w+,79
1809,暗沉发污,0.03,1,70,8700+,79
1810,眉笔脱妆,0.03,1,8,-,79
1811,脸大爆发,0.03,1,16,1.0w+,79
1812,越用越干,0.03,1,219,-,79
1813,嘴唇干起皮,0.03,1,27,-,79
1814,怕疼怕后悔,0.03,1,93,-,79
1815,技术不太行,0.03,1,160,3.4w+,79
1816,假白黏,0.03,1,193,2.7w+,78
1817,厚卡粉,0.03,1,63,2.9w+,78
1818,妆厚重,0.03,1,89,3.1w+,78
1819,妆掉了,0.03,1,89,3.1w+,78
1820,手机卡,0.03,1,204,3.5w+,78
1821,木偶纹,0.03,1,10,3600+,78
1822,眼周纹,0.03,1,10,3600+,78
1823,额头黄,0.03,1,193,2.7w+,78
1824,化妆填坑,0.03,1,36,-,78
1825,卡粉拔干,0.03,1,63,2.9w+,78
1826,印第安纹,0.03,1,10,3600+,78
1827,发黑厚重,0.03,1,63,2.9w+,78
1828,手涂不匀,0.03,1,104,-,78
1829,瑕疵明显,0.03,1,63,2.9w+,78
1830,睫毛不浓,0.03,1,204,3.5w+,78
1831,睫毛脱妆,0.03,1,204,3.5w+,78
1832,素颜不好,0.03,1,456,5.6w+,78
1833,鼻翼泛红,0.03,1,63,2.9w+,78
1834,指甲缝黏糊,0.03,1,104,-,78
1835,易冒痘红敏,0.03,1,77,5.5w+,78
1836,法式涂不齐,0.03,1,88,7200+,78
1837,画造型麻烦,0.03,1,88,7200+,78
1838,脂粒,0.03,1,212,11w+,77
1839,没气色,0.03,1,27,1.6w+,77
1840,泪沟沟,0.03,1,28,6600+,77
1841,眼尾纹,0.03,1,142,7200+,77
1842,细纹多,0.03,1,142,7200+,77
1843,黑圈圈,0.03,1,28,6600+,77
1844,冷了干巴,0.03,1,96,11w+,77
1845,产品没效果,0.03,1,28,6600+,77
1846,刷睫毛无技巧,0.03,1,275,-,77
1847,开裂,0.03,1,69,-,76
1848,敏敏,0.03,1,66,6.8w+,76
1849,含量低,0.03,1,66,6.8w+,76
1850,含量高,0.03,1,66,6.8w+,76
1851,效果慢,0.03,1,66,6.8w+,76
1852,皱纹深,0.03,1,69,-,76
1853,肌无力,0.03,1,118,8100+,76
1854,脸发黄,0.03,1,539,2.0w+,76
1855,脸氧化,0.03,1,539,2.0w+,76
1856,安瓶没用,0.03,1,798,4.6w+,76
1857,暗沉松垮,0.03,1,73,6300+,76
1858,脸不通透,0.03,1,539,2.0w+,76
1859,换季肌肤干,0.03,1,28,1.3w+,76
1860,眼皮褶皱无,0.03,1,118,8100+,76
1861,素颜显粗糙,0.03,1,404,2.2w+,76
1862,有细纹,0.03,1,71,5100+,75
1863,脏脏的,0.03,1,320,33w+,75
1864,手心黏糊,0.03,1,95,7100+,75
1865,皮肤卡粉,0.03,1,71,5100+,75
1866,防晒被擦,0.03,1,95,7100+,75
1867,指甲黏哒哒,0.03,1,10,4600+,75
1868,涂防晒麻烦,0.03,1,95,7100+,75
1869,脸干燥紧绷,0.03,1,229,3.3w+,75
1870,身体乳浪费,0.03,1,10,4600+,75
1871,脸蜡黄无光泽,0.03,1,229,3.3w+,75
1872,痘坑,0.03,1,86,1.7w+,74
1873,嘴巴歪,0.03,1,122,-,74
1874,妆前粗糙,0.03,1,46,-,74
1875,干巴暗沉,0.03,1,86,1.7w+,74
1876,爆痘痘印,0.03,1,86,1.7w+,74
1877,香水缺货,0.03,1,175,2.5w+,74
1878,嘴巴状态差,0.03,1,122,-,74
1879,皮肤不细腻,0.03,1,86,1.7w+,74
1880,皮肤状态差,0.03,1,41,-,74
1881,种睫毛显老,0.03,1,392,-,74
1882,浮肿,0.03,1,23,1.0w+,73
1883,T区油,0.03,1,58,1.8w+,73
1884,光关门,0.03,1,99,1.8w+,73
1885,无卧蚕,0.03,1,280,7.9w+,73
1886,用完了,0.03,1,99,1.8w+,73
1887,糊眼睛,0.03,1,52,-,73
1888,去美睫店,0.03,1,14,-,73
1889,暗沉老气,0.03,1,30,8900+,73
1890,爆痘闷痘,0.03,1,58,1.8w+,73
1891,防晒不足,0.03,1,48,-,73
1892,难卸彩妆,0.03,1,52,-,73
1893,有暗沉,0.03,1,135,-,72
1894,有色沉,0.03,1,135,-,72
1895,有褐印,0.03,1,135,-,72
1896,盗版多,0.03,1,26,1.2w+,72
1897,停售无货,0.03,1,29,1.0w+,72
1898,口红难选,0.03,1,104,-,72
1899,唇形不好,0.03,1,104,-,72
1900,唇纹卡口,0.03,1,20,-,72
1901,嘴皮黏腻,0.03,1,20,-,72
1902,掉色脱妆,0.03,1,104,-,72
1903,显精致土,0.03,1,104,-,72
1904,有暗紫印,0.03,1,135,-,72
1905,洗完拔干,0.03,1,350,-,72
1906,肌肤松弛,0.03,1,420,-,72
1907,酒精味重,0.03,1,350,-,72
1908,有工业怪味,0.03,1,350,-,72
1909,用起来假滑,0.03,1,350,-,72
1910,怕海狸甲显黑,0.03,1,3669,2.5w+,72
1911,蹭粉,0.03,1,165,1.6w+,71
1912,难卸,0.03,1,14,-,71
1913,头发塌,0.03,1,37,430+,71
1914,怕显脏,0.03,1,81,460+,71
1915,白头多,0.03,1,111,1000+,71
1916,遮瑕差,0.03,1,85,460+,71
1917,底妆脱落,0.03,1,37,430+,71
1918,斑驳卡纹,0.03,1,37,430+,71
1919,痘印暗沉,0.03,1,37,430+,71
1920,眼皮塌陷,0.03,1,120,8000+,71
1921,头油,0.03,1,76,-,70
1922,斑多,0.03,1,351,4.7w+,70
1923,眼烦恼,0.03,1,214,-,70
1924,刷子麻烦,0.03,1,68,-,70
1925,发红留印,0.03,1,49,1.0w+,70
1926,唇部脱皮,0.03,1,107,1.8w+,70
1927,底妆蹭掉,0.03,1,20,4.0w+,70
1928,戳的生疼,0.03,1,49,1.0w+,70
1929,美白不足,0.03,1,23,5.4w+,70
1930,一扎一个洞,0.03,1,49,1.0w+,70
1931,下颚线松弛,0.03,1,59,-,70
1932,妆面不显贵,0.03,1,119,-,70
1933,眼角有小纹,0.03,1,24,1.5w+,70
1934,腮红选不对,0.03,1,140,-,70
1935,不会画双C线,0.03,1,68,-,70
1936,干喽喽,0.03,1,203,2.0w+,69
1937,易掉妆,0.03,1,33,6300+,69
1938,有唇纹,0.03,1,37,1.4w+,69
1939,发乌发暗,0.03,1,203,2.0w+,69
1940,取坏睫毛,0.03,1,13,2900+,69
1941,显年龄大,0.03,1,422,3.8w+,69
1942,毛孔粗糙,0.03,1,41,160+,69
1943,油皮脏黄,0.03,1,357,3.2w+,69
1944,脖子暗沉,0.03,1,10603,6.1w+,69
1945,脖子松垮,0.03,1,10603,6.1w+,69
1946,脖子长纹,0.03,1,10603,6.1w+,69
1947,贴塌睫毛,0.03,1,13,2900+,69
1948,费时费力,0.03,1,34,7500+,69
1949,刻磨不到位,0.03,1,34,7500+,69
1950,胶原灌不进,0.03,1,25,-,69
1951,不够干净卫生,0.03,1,34,7500+,69
1952,去角质,0.03,1,52,1.6w+,68
1953,别人用过,0.03,1,117,-,68
1954,小脸粗糙,0.03,1,66,1900+,68
1955,仰甲,0.03,1,102,-,67
1956,倒刺,0.03,1,102,-,67
1957,油乎乎,0.03,1,109,1.5w+,67
1958,甲面脆,0.03,1,102,-,67
1959,眼皮肿,0.03,1,26,-,67
1960,纹路深,0.03,1,26,-,67
1961,唇线显脏,0.03,1,46,-,67
1962,唇线暗沉,0.03,1,46,-,67
1963,毛毛刺刺,0.03,1,102,-,67
1964,洗完脸干,0.03,1,75,1.6w+,67
1965,甲缘不净,0.03,1,102,-,67
1966,痘痘闭口,0.03,1,173,15w+,67
1967,眼下卡粉,0.03,1,26,-,67
1968,皮肤不通弹,0.03,1,6,1.0w+,67
1969,勿清爽,0.03,1,26,3400+,66
1970,老得快,0.03,1,25,-,66
1971,脸不紧,0.03,1,77,2.0w+,66
1972,脸扁塌,0.03,1,69,9600+,66
1973,透底色,0.03,1,285,4.9w+,66
1974,眼下黑松,0.03,1,190,-,66
1975,选色纠结,0.03,1,29,200+,66
1976,照片缺味道,0.03,1,65,-,66
1977,粉底液脱妆,0.03,1,557,5.5w+,66
1978,妆面无氛围感,0.03,1,65,-,66
1979,沾杯,0.03,1,54,2.0w+,65
1980,底子差,0.03,1,15,3500+,65
1981,怕断货,0.03,1,21,-,65
1982,显唇纹,0.03,1,54,2.0w+,65
1983,肤色差,0.03,1,15,3500+,65
1984,唇部干裂,0.03,1,90,2.8w+,65
1985,唇部翘皮,0.03,1,90,2.8w+,65
1986,皮肤黄暗,0.03,1,45,-,65
1987,不知选哪种,0.03,1,30,-,65
1988,卡粉出油多,0.03,1,165,1000+,65
1989,小脸疙疙瘩瘩,0.03,1,24,-,65
1990,掉粉,0.03,1,23,1400+,64
1991,妆卡粉,0.03,1,23,1400+,64
1992,想多睡,0.03,1,22,1.3w+,64
1993,有痘痘,0.03,1,39,-,64
1994,口一直洗,0.03,1,239,-,64
1995,晒斑雀斑,0.03,1,1681,15w+,64
1996,脸上干巴,0.03,1,50,-,64
1997,怕素颜出门,0.03,1,22,1.3w+,64
1998,油脂堵久了,0.03,1,40,3.3w+,64
1999,脸上皱巴巴,0.03,1,50,-,64
2000,皮肤粗糙蜡黄,0.03,1,578,5.5w+,64
2001,脸上斑斑点点,0.03,1,1681,15w+,64
2002,假货,0.03,1,150,1.3w+,63
2003,淡印,0.03,1,244,14w+,63
2004,买不到,0.03,1,3673,7.5w+,63
2005,角质多,0.03,1,98,2.2w+,63
2006,需定妆,0.03,1,85,480+,63
2007,麻赖赖,0.03,1,244,14w+,63
2008,假面发灰,0.03,1,113,850+,63
2009,卡纹肌线,0.03,1,113,850+,63
2010,发黄暗沉,0.03,1,113,850+,63
2011,挤不出来,0.03,1,150,1.3w+,63
2012,斑驳起皮,0.03,1,25,1.4w+,63
2013,毛孔不大,0.03,1,123,3.9w+,63
2014,湿敷干透,0.03,1,244,14w+,63
2015,皮肤发痒,0.03,1,171,1.3w+,63
2016,皱皱巴巴,0.03,1,96,5.8w+,63
2017,眼周下垂,0.03,1,9,320+,63
2018,眼线呆板,0.03,1,86,1.7w+,63
2019,脸上痘痘,0.03,1,282,-,63
2020,脸干巴巴,0.03,1,96,5.8w+,63
2021,脸干难受,0.03,1,96,5.8w+,63
2022,脸紧巴巴,0.03,1,96,5.8w+,63
2023,越来越大,0.03,1,150,1.3w+,63
2024,闹小情绪,0.03,1,24,3.3w+,63
2025,脸又油又绷,0.03,1,9358,9.9w+,63
2026,脸发紧发干,0.03,1,96,5.8w+,63
2027,下垂,0.03,1,69,2.0w+,62
2028,易掉,0.03,1,144,-,62
2029,眼干,0.03,1,30,2800+,62
2030,脏黄,0.03,1,72,560+,62
2031,泡泡脸,0.03,1,34,3.5w+,62
2032,化妆出油,0.03,1,108,2.0w+,62
2033,妆效不持,0.03,1,144,3.1w+,62
2034,指甲要断,0.03,1,53,1.4w+,62
2035,指甲软脆,0.03,1,53,1.4w+,62
2036,法令纹重,0.03,1,69,2.0w+,62
2037,眼周有纹,0.03,1,87,1.5w+,62
2038,睫毛凌乱,0.03,1,46,1.8w+,62
2039,腮帮松垮,0.03,1,69,2.0w+,62
2040,难粘睫毛,0.03,1,46,1.8w+,62
2041,化妆不服帖,0.03,1,86,8.1w+,62
2042,底妆不好用,0.03,1,144,3.1w+,62
2043,毛孔有黑头,0.03,1,86,8.1w+,62
2044,种睫毛黄水,0.03,1,46,1.8w+,62
2045,抗老,0.03,1,170,2.4w+,61
2046,下手重,0.03,1,82,1.2w+,61
2047,不服贴,0.03,1,80,1.5w+,61
2048,需补涂,0.03,1,18,3300+,61
2049,小脸黄黄,0.03,1,41,1500+,61
2050,敏敏晒后,0.03,1,24,1.1w+,61
2051,早起脸肿,0.03,1,24,1.1w+,61
2052,晒伤皮肤,0.03,1,41,570+,61
2053,溢胶掉甲,0.03,1,47,1.6w+,61
2054,痘痘闷大,0.03,1,187,-,61
2055,皮肤燥热,0.03,1,24,1.1w+,61
2056,眼周塌垮,0.03,1,30,-,61
2057,香精味重,0.03,1,38,2300+,61
2058,纹纹露露多,0.03,1,41,1500+,61
2059,脸干燥松垮,0.03,1,126,5600+,61
2060,脸有斑点点,0.03,1,126,5600+,61
2061,嘴唇干巴起皮,0.03,1,19,1.2w+,61
2062,买贵,0.03,1,23,-,60
2063,有干纹,0.03,1,66,8700+,60
2064,死皮重,0.03,1,43,3.5w+,60
2065,厚重拔干,0.03,1,21,-,60
2066,又抛又瞒,0.03,1,335,-,60
2067,变质变稀,0.03,1,90,-,60
2068,嘴角发乌,0.03,1,179,-,60
2069,夹到眼皮,0.03,1,60,-,60
2070,妆容显黄,0.03,1,179,-,60
2071,干燥斑点,0.03,1,43,1.6w+,60
2072,怕疼怕贵,0.03,1,49,-,60
2073,正装太贵,0.03,1,33,1.5w+,60
2074,毛孔问题,0.03,1,24,-,60
2075,皮肤有斑,0.03,1,66,8700+,60
2076,皮肤有红,0.03,1,66,8700+,60
2077,皮肤瘙痒,0.03,1,73,5300+,60
2078,皮肤脆皮,0.03,1,21,950+,60
2079,眼周自卑,0.03,1,49,-,60
2080,眼周难看,0.03,1,49,-,60
2081,眼皮松垮,0.03,1,49,-,60
2082,素颜不佳,0.03,1,24,-,60
2083,脸色暗沉,0.03,1,73,5300+,60
2084,脸色蜡黄,0.03,1,32,1900+,60
2085,贵用不起,0.03,1,269,3.1w+,60
2086,锁不住水,0.03,1,21,950+,60
2087,闷小粒粒,0.03,1,21,950+,60
2088,高光夸张,0.03,1,179,-,60
2089,买正装踩雷,0.03,1,33,1.5w+,60
2090,易长小粒粒,0.03,1,49,-,60
2091,清洁不干净,0.03,1,123,1.9w+,60
2092,用不完浪费,0.03,1,21,-,60
2093,糊脸不吸收,0.03,1,21,950+,60
2094,纹纹路路多,0.03,1,98,-,60
2095,脸拿什么挡,0.03,1,70,1.6w+,60
2096,买仿品不称心,0.03,1,20,-,60
2097,皮肤粗糙暗沉,0.03,1,32,1900+,60
2098,大鼻噶,0.03,1,48,-,59
2099,特别干,0.03,1,59,100+,59
2100,肌肤油,0.03,1,122,-,59
2101,不舍得买,0.03,1,16,5800+,59
2102,拍照反光,0.03,1,33,4500+,59
2103,煞白假面,0.03,1,33,4500+,59
2104,皮肤敏脆,0.03,1,72,-,59
2105,皮肤脆弱,0.03,1,19,4600+,59
2106,一味涂防晒,0.03,1,16,5800+,59
2107,手皴,0.03,1,175,2.1w+,58
2108,手起皮,0.03,1,175,2.1w+,58
2109,眉毛分层,0.03,1,27,-,58
2110,眉毛不精致,0.03,1,27,-,58
2111,出门忘带手机,0.03,1,88,210+,58
2112,怕疼,0.03,1,41,-,57
2113,飞粉,0.03,1,256,-,57
2114,怕后悔,0.03,1,41,-,57
2115,无清洁,0.03,1,111,2.6w+,57
2116,干纹松弛,0.03,1,88,5.4w+,57
2117,暗沉倦态,0.03,1,88,5.4w+,57
2118,皮肤冒油,0.03,1,111,2.6w+,57
2119,细纹加深,0.03,1,88,5.4w+,57
2120,胡青不重,0.03,1,106,-,57
2121,脸蛋暗沉,0.03,1,161,4500+,57
2122,脸蛋红红,0.03,1,161,4500+,57
2123,脸蛋蜡黄,0.03,1,161,4500+,57
2124,遇水留白,0.03,1,161,4500+,57
2125,脖子三条杠,0.03,1,37,4000+,57
2126,需单独卸妆,0.03,1,161,4500+,57
2127,不会画水彩画,0.03,1,22,4500+,57
2128,脱妆卡粉斑驳,0.03,1,88,3.3w+,57
2129,尴尬,0.03,1,158,-,56
2130,不保养,0.03,1,32,-,56
2131,有晒斑,0.03,1,25,4000+,56
2132,牵衰脑,0.03,1,74,1.1w+,56
2133,留香短,0.03,1,81,-,56
2134,肿泡眼,0.03,1,188,-,56
2135,长痘印,0.03,1,293,2.2w+,56
2136,香水贵,0.03,1,81,-,56
2137,黑色素,0.03,1,293,2.2w+,56
2138,卸妆繁复,0.03,1,158,4.8w+,56
2139,卸妆肉疼,0.03,1,56,-,56
2140,口红显老,0.03,1,42,6400+,56
2141,拔干掉色,0.03,1,265,1.1w+,56
2142,显脏飞粉,0.03,1,70,3200+,56
2143,洗完干燥,0.03,1,158,4.8w+,56
2144,涂了过敏,0.03,1,265,1.1w+,56
2145,润唇膏卡,0.03,1,42,6400+,56
2146,眼下有纹,0.03,1,70,3200+,56
2147,眼皮松弛,0.03,1,188,-,56
2148,色素沉积,0.03,1,25,4000+,56
2149,起皮掉皮,0.03,1,252,2.7w+,56
2150,找拍照姿势,0.03,1,49,7200+,56
2151,找拍照角度,0.03,1,49,7200+,56
2152,脸蓝色以上,0.03,1,49,3100+,56
2153,刷头上嘴不适,0.03,1,265,1.1w+,56
2154,妆脏,0.03,1,44,2.2w+,55
2155,掉价,0.03,1,173,2.9w+,55
2156,脸蛋嫩,0.03,1,32,1500+,55
2157,妆不协调,0.03,1,44,2.2w+,55
2158,容易晒黑,0.03,1,133,11w+,55
2159,暗沉粗糙,0.03,1,223,2200+,55
2160,洗完紧绷,0.03,1,32,1500+,55
2161,深层清洁,0.03,1,32,1500+,55
2162,调节水油,0.03,1,32,1500+,55
2163,颜色不对,0.03,1,44,2.2w+,55
2164,出汗用厚粉底,0.03,1,58,570+,55
2165,液笔出水不均,0.03,1,371,-,55
2166,痘痘深发不出,0.03,1,71,2.0w+,55
2167,显凶,0.03,1,21,-,54
2168,颈纹,0.03,1,388,5000+,54
2169,卡纹干,0.03,1,30,-,54
2170,唇色重,0.03,1,90,6.2w+,54
2171,夏天闷,0.03,1,27,5700+,54
2172,干巴巴,0.03,1,90,6.2w+,54
2173,笔炸毛,0.03,1,29,-,54
2174,有小粒粒,0.03,1,20,2.3w+,54
2175,眉眼距近,0.03,1,21,-,54
2176,美甲起翘,0.03,1,29,-,54
2177,脖子显老,0.03,1,388,5000+,54
2178,毛孔垃圾多,0.03,1,56,1.1w+,54
2179,画妆容纠结,0.03,1,61,3100+,54
2180,皮肤干绷绷,0.03,1,206,1.3w+,54
2181,脸粗糙暗沉,0.03,1,9,7600+,54
2182,香味不持久,0.03,1,151,-,54
2183,底妆卡粉斑驳,0.03,1,34,-,54
2184,脸上斑,0.03,1,75,7700+,53
2185,贵眉笔,0.03,1,4,3300+,53
2186,黑黢黢,0.03,1,75,7700+,53
2187,鼻子塌,0.03,1,148,-,53
2188,上妆出错,0.03,1,5,4700+,53
2189,低价仿货,0.03,1,295,1.4w+,53
2190,姨妈不适,0.03,1,162,5.3w+,53
2191,紧绷卡粉,0.03,1,821,4.9w+,53
2192,缺水卡粉,0.03,1,36,2700+,53
2193,油脂脏东西,0.03,1,112,4.8w+,53
2194,皮肤暗黄暗沉,0.03,1,383,1.2w+,53
2195,小包包,0.03,1,45,1900+,52
2196,无理由,0.03,1,58,2000+,52
2197,脸拉手,0.03,1,263,-,52
2198,又黄又暗,0.03,1,18,-,52
2199,松弛下垂,0.03,1,58,140+,52
2200,正装昂贵,0.03,1,12,4800+,52
2201,气垫厚重,0.03,1,52,-,52
2202,油不吸收,0.03,1,12,4800+,52
2203,润唇拉丝,0.03,1,24,7600+,52
2204,眼周卡粉,0.03,1,61,-,52
2205,肤色暗黄,0.03,1,58,140+,52
2206,脸往下走,0.03,1,55,-,52
2207,上眼皮松垮,0.03,1,61,-,52
2208,妆后扁平脏,0.03,1,15,1.0w+,52
2209,干巴巴口红,0.03,1,82,1.3w+,52
2210,底妆无光泽,0.03,1,75,340+,52
2211,下眼皮有纹路,0.03,1,61,-,52
2212,下眼皮颜色深,0.03,1,61,-,52
2213,底妆变黄变黑,0.03,1,75,340+,52
2214,胡青,0.03,1,261,-,51
2215,不牢固,0.03,1,23,1.3w+,51
2216,不饱满,0.03,1,41,2.2w+,51
2217,嘴干瘪,0.03,1,41,2.2w+,51
2218,带妆久,0.03,1,4,7400+,51
2219,怕被骗,0.03,1,332,8200+,51
2220,易起翘,0.03,1,6,1.1w+,51
2221,涂后干,0.03,1,89,3.4w+,51
2222,皮肤焦,0.03,1,91,7000+,51
2223,眼尾塌,0.03,1,29,-,51
2224,小脸无光,0.03,1,86,3300+,51
2225,白芝麻粒,0.03,1,261,-,51
2226,眨眼露馅,0.03,1,29,-,51
2227,眼皮反光,0.03,1,29,-,51
2228,粉底不贴,0.03,1,261,-,51
2229,补水不够,0.03,1,91,7000+,51
2230,贴眼麻烦,0.03,1,29,-,51
2231,黑头难消,0.03,1,248,8.0w+,51
2232,不舍买贵香,0.03,1,183,-,51
2233,单一酸刺激,0.03,1,53,-,51
2234,底妆拍不匀,0.03,1,261,-,51
2235,油闷厚假白,0.03,1,1798,3.1w+,51
2236,法令纹问题,0.03,1,45,30+,51
2237,不想手绘雕花,0.03,1,156,1.2w+,51
2238,脸部蜡黄暗沉,0.03,1,444,7.9w+,51
2239,选护肤品麻烦,0.03,1,45,30+,51
